CATEGORÍA,CÓDIGO,DESCRIPCIÓN,STOCK,PRECIO DÓLARES,GARANTÍA,MARCA,PROMOCIÓN,DETALLE PROMOCIÓN
"monitores / pizarras, acc",dsopsteopsi741,módulo de computadora (ops) te-opsi741 i7 12650h 16gb ddr4 ssd256gb 4k 60hz + tpm wi-,20,903.5,D,teros,,R8051: Dupla perfecta (OPS I7+ WIN PRO 11) A TAN SOLO $881+ IGV
monitores gaming,monsmls57cg950n,"monitor curvo gaming samsung odyssey neo g9, 57 duhd va, 240hz, hdmi, dp[@@@]descubr",1,1939.65,W,samsung,,
monitores lfd 41 - 50,monsmlh43qmceb,"pantalla samsung qmc smart signage 43, lcd led va uhd (3840x2160) quantum lite 4k[@@",2,499.49,W,samsung,,
monitores lfd 41 - 50,monsmlh50qmcebg,"pantalla samsung qmc smart signage 50, lcd led va uhd (3840x2160) quantum lite 4k[@@",7,602.1,W,samsung,,
monitores lfd 41 - 50,movlg43um5n,"monitor ds lg 43um5n-h, 43 uhd/ips/hdmi(3)/dp/usb 2.0/rs232c/rj45/audio(10wx2)/ir/we",17,497.48,W,lg electronics,,
monitores lfd 41 - 50,movlg49um5n,"monitor digital signage lg 49um5n-h, 49 uhd ips,hdmi, dp, speaker[@@@]el monitor lg ",20,636.17,W,lg electronics,,
monitores lfd 41 - 50,movlg49vl5g,"pared de video (video wall) lg 49 fhd (1920x1080) ips, 500 nits, con bisel delgado,[",5,909.53,W,lg electronics,,
monitores lfd 51 - 60,monsmlh55bedhlg,"business tv samsung bec-h, 55 uhd / hdmi(3) / usb / rj45 / hdr10+ / tizen[@@@]descub",0,411.05,W,samsung,,
monitores lfd 51 - 60,monsmlh55qmcebg,"pantalla samsung qm55c smart signage 55, lcd ledva uhd (3840x2160) quantum lite 4k[@",2,756.77,W,samsung,,
monitores lfd 51 - 60,movwlg55vl5pj,pantalla de video de pared con bisel delgado lg 55 55vl5pj[@@@]transforma tu espacio,11,963.8,W,lg electronics,,
monitores lfd 51 - 60,tvsmlh55vmbubgb,pantalla de video de pared con bisel ultraestrecho samsung 55 serie vmb-u[@@@]soluci,1,957.77,W,samsung,,
monitores lfd 61 - 70,movlg65um5n,"monitor ds lg 65um5n-h, 65 uhd/ips/hdmi(3)/dp/usb 2.0/rs232c/rj45/audio(10w x 2)/ir/",2,756.77,W,lg electronics,,
"monitores, accesorios",acchpg1v61aa,"centro de trabajo integrado hp g1v61aa, para monitores, desktop mini y thin client.[@",9,40.2,W,hp comercial,,
"monitores, accesorios",accte7131n,"stand para monitor rgb multipropósito teros te-7131n, 4 puertos usb[@@@]optimiza tu e",20,19.6,D,teros,$14.50,R6279: Detalle de #PROMOCIONR6279
"monitores, accesorios",acrackte7114,rack para 2 monitores de 22 a 32 / brazo soporte teros te-7114[@@@]soporte de escri,20,44.72,D,teros,,
mouse inalambrico,mswbkte1217s,"mouse óptico inalámbrico teros te-1217s, 1000 dpi, receptor usb, 3 botones[@@@]simpli",20,2.94,D,teros,,
mouse inalambrico,mswpkte1218s,"mouse óptico inalámbrico teros te-1218s, 1000 dpi, receptor usb, 3 botones[@@@]simpli",20,3.92,D,teros,,R6477: OFERTA(3) POR LA COMPRA MOUSE STD WIRELESS TE1218 PK
"mouse pad/mat, accesorios",accmpbkte3011s,"mouse pad gamer teros te-3011s, multicolor[@@@]eleva tu experiencia con el mousepad t",20,2.3,D,teros,,
"mouse pad/mat, accesorios",accmpbkte3012g,"mouse pad gamer teros te-3012g, multicolor[@@@]optimiza tu espacio de juego con el mo",20,5.43,D,teros,,R6445: DESDE $3.7+ POR LA COMPRA DE (3)MOUSE PAD GM TE3012 BK
"mouse pad/mat, accesorios",accmpbkte3013g,"mouse pad gamer teros te-3013g, rgb, usb a tipo c, negro[@@@]lleva tu experiencia de ",20,10.04,D,teros,,R6446: PROMO 5+1 POR LA COMPRA DE MOUSE PAD GAMER TE3013 BK
"mouse pad/mat, accesorios",accmpbkte3014s,"mouse pad teros te-3014s, negro con diseño[@@@]precisión y estilo con el mouse pad te",20,2.3,D,teros,,
mouse para gamers,mscbkte1210g,"mouse gamer teros te-1210g, 7 botones, rgb, negro[@@@]lleva tu juego al máximo con el",20,9.34,D,teros,$8.20,R6474: Detalle de #PROMOCIONR6474; R6462: OFERTA (5UNI) POR LA COMPRA DE MOUSE GAMER USB TE1210 BK
mouse para gamers,mscbkte1211g,"mouse gamer teros te-1211g, 7 botones, rgb, negro[@@@]mejora tu nivel de juego con el",20,6.93,D,teros,$5.50,R6479: Detalle de #PROMOCIONR6479
mouse para gamers,msctpte1216g,"mouse gamer teros te-1216g, 2 botones, rgb, transparente[@@@]domina el juego con el m",8,7.04,D,teros,,R6805: GRATIS(MOUSE PAD STD TE3011 BK) POR LA COMPRA DE MOUSE GAMER USB TE1216 TP
ms esd office,msep206608,office home and business 2024,20,195.73,Y,microsoft oem,$177.76,R6660: Detalle de #PROMOCIONR6660
ms esd office 365,msesd6gq-00088,licenciamiento virtual (esd) microsoft 365 family[@@@]licencia de suscripcion de un a,20,72.86,X,microsoft oem,$65.50,R6668: Detalle de #PROMOCIONR6668
ms esd office 365,msesdklq-00219,licenciamiento virtual (esd) microsoft 365 business standard[@@@]licencia de suscripc,20,125.69,X,microsoft oem,$110.06,R6663: Detalle de #PROMOCIONR6663
ms esd office 365,msesdqq2-00008,licenciamiento virtual (esd) microsoft 365 personal[@@@]licencia de suscripcion de un,20,59.19,X,microsoft oem,$53.90,R6664: Detalle de #PROMOCIONR6664
ms esd office 365,msesdspp-00005,licenciamiento virtual (esd) microsoft 365 apps for business[@@@]licencia de un año p,20,82.23,X,microsoft oem,$69.82,R6662: Detalle de #PROMOCIONR6662
ms esd windows business,msesdfqc10572,"sistema operativo microsoft windows pro 11, 64-bits all languages pk lic online dwnld",20,183.2,W,microsoft oem,,R7066: Gratis (01) Kit Teclado + Mouse Teros   Compra (01) WIN11 PRO ESD; R7068: Gratis (01) Cooler Teros RGB 360°  Compra (03) WIN11 PRO ESD
ms esd windows consumer,msesdkw900664,"sistema operativo microsoft windows home 11, 64-bits all languages pk lic online dwnl",20,122.21,W,microsoft oem,,R7073: Gratis (01) Mouse Ergonomic BT Teros   Compra (02) WIN11 HOME ESD; R7074: (01) Combo BT Mouse Ergonomic BT + Teclado BT Mulimedia Teros   Compra (05) WIN11 HOME ESD
ms licencias,mstfqc06437,microsoft windows 8 pro sngl upgrade olp nl acd.[@@@],18,1004.0,Z,microsoft oem,,
ms licencias,mstsw02105570,microsoft office standard single software assurance open academic[@@@],18,1004.0,Z,microsoft oem,,
ms licencias,mstsw02110234,microsoft office standard 2013 sngl olp nl acd.[@@@],18,1004.0,Z,microsoft oem,,
ms licencias,mstswfqc02869,windows pro upgrade mvl ptnrsinlrning[@@@],20,9999999.99,Z,microsoft oem brand,,
ms licencias,mstswfqc05366,"windows pro - upgrade & software assurance - 1 pc- edu, annual fee, enterprise[@@@]",20,1004.0,Z,microsoft oem,,
notebook 2-in-1 celeron,nbadvcn4058bk,"notebook 2-en-1 advance cn4058, 10.1 , intel celeron n4020 1.10 ghz, 8gb ram,128gb.[",0,189.95,D,advance computer corp,,
notebook 2-in-1 celeron,nbadvcn4058bk-s,notebook 2 en 1 advance cn4058 10.1 celeron n4020 1.10 ghz 8gb ram 128gb pantalla to,20,159.8,D,advance computer corp,,R6733: GRATIS(MOCHILA+ MOUSE TEROS) POR LA COMPRA DE NB 2N1 10 CEL 8 128 W11
notebook amd athlon,nbhp9e527laabm,"notebook hp 255 g10, 15.6 lcd led hd sva, amd athlon silver 2.4/3.5ghz, 8gb lpddr5-5",20,257.28,W,hp comercial,$218.00,R6948: Detalle de #PROMOCIONR6948
notebook amd ryzen 3,nbhp81u53ltabm,"notebook hp 255 g10, 15.6 lcd led hd sva, amd ryzen 3 7330u 2.3/4.3ghz, 8gb ddr4-320",20,340.7,W,hp comercial,$254.00,R6949: Detalle de #PROMOCIONR6949
notebook amd ryzen 5,nblen82vg004c-b,"notebook lenovo ideapad 1 15.6 fhd ips, amd ryzen 5 7520u 2 2.8 /4.3ghz, 8gb lpddr5-",0,220.1,D,lenovo - idea,,
notebook amd ryzen 5,nblen82yu00x6lm,"notebook lenovo v15 g4 amn 15.6 fhd tn, amd ryzen 5 7520u 2 2.8 /4.3ghz, 8gb lpddr5-",20,377.88,W,lenovo,$319.00,R8479: Detalle de #PROMOCIONR8479
notebook amd ryzen 7,nbasm1502ya107,"notebook asus m1502ya-nj107 15.6 fhd led backlit, amd ryzen 7 7730u 2.0/4.5ghz, 16gb",20,572.85,D,asus - consumo,$513.06,R8184: Detalle de #PROMOCIONR8184
notebook amd ryzen 7,nblen82yy002ylm,"notebook lenovo v15 g4 abp, 15.6 fhd tn, amd ryzen 7 7730u 2.0/4.5ghz, 16gb ddr4-320",20,521.6,W,lenovo,$469.00,R7757: Detalle de #PROMOCIONR7757
notebook celeron,nbhpa12fjlaabm,"nb hp 250g9 a12fjla#abm, 15.6, lcd led hdsva, celeron n4500 1.1/2.8ghz, 8gb ddr4 293",20,254.27,W,hp comercial,$206.00,R8461: Detalle de #PROMOCIONR8461
notebook celeron,nblen82qy00qalm,"notebook lenovo v15 g2 ijl, 15.6 fhd tn, celeronn4500 1.1 / 2.8ghz, 8gb ddr4-2933mhz",20,208.04,W,lenovo,,R7890: GRATIS( MOUSE + MOCHILA TEROS) POR LA COMPRA DE NB LEN V15 CELERON/8G/256/FREE
notebook core i3,nbhp7c6e5la,"notebook hp 250 g9, 15.6 lcd led hd core i3-1215u 1.20/4.40ghz, 8gb ddr4-3200mhz (1x",0,414.96,W,hp comercial,$277.90,R6953: Detalle de #PROMOCIONR6953
notebook core i3,nblen82tt00ealm,"notebook lenovo v15 g3 iap 15.6 fhd tn, core i3-1215u 1.2 / 4.4ghz, 8gb ddr4-3200mhz",20,318.59,W,lenovo,$289.00,R8422: Detalle de #PROMOCIONR8422
notebook core i3,nblen82xb003mlm,notebook lenovo ideapad slim 3 15ian8 15.6 fhd tn core i3-n305 1.8/3.8ghz 8gb lpddr5,0,324.62,D,lenovo - idea,,
notebook core i5,nbas90nx06x1m03,"notebook asus b1502cva-nj3058 15.6 led fhd tn, core i5-1335u hasta 4.6ghz 16gb ddr4[",0,693.45,W,asus - comercial,,
notebook core i5,nbasx1605va1234,"notebook asus x1605va-mb1234, 16.0 wuxga ips, core i5-13420h de hasta 4.6ghz, 16gb d",20,511.55,D,asus - consumo,$472.98,R8186: Detalle de #PROMOCIONR8186
notebook core i5,nbhp9p2y7laabm,"notebook probook 440 g10, 14 hd sva, core i5 1335u 4.6ghz 32gb ddr4-3200[@@@]1tb ssd",20,850.23,W,hp comercial,$820.00,R8232: Detalle de #PROMOCIONR8232
notebook core i5,nblen83a100gj-s,"notebook lenovo v15 g4 iru, 15.6 fhd tn, core i5-13420h 2.1 / 4.6ghz, 8gb ddr4-3200m",20,417.08,W,lenovo,,R7920: GRATIS(MOCHILA + MOUSE TEROS ) POR LA COMPRA DE NB LEN V15 I5-13420H/8/512/FRE
notebook core i5,nblen83a100gklm,"notebook lenovo v15 g4 iru, 15.6 fhd tn, core i5-13420h 2.1 / 4.6ghz, 8gb ddr4-3200m",20,441.2,W,lenovo,$386.00,R7916: Detalle de #PROMOCIONR7916
notebook core i5,nblen83em00g7lm,"nb ideapad slim 3 15irh8, 15.6 fhd tn, intel core i5-13420h 4.6ghz, 16gb lpddr5-4800",0,500.49,D,lenovo - idea,$429.00,R7919: Detalle de #PROMOCIONR7919
notebook core i5,nblen83er001clm,"notebook lenovo ideapad slim 3 15.6 fhd tn core i5-12450h 2.0/4.4ghz, 8gb lpddr5-480",0,396.98,D,lenovo - idea,$349.00,R8548: Detalle de #PROMOCIONR8548
notebook core i5,nblen83er001dlm,notebook lenovo ideapad slim 3 15.6 fhd tn core i5-12450h 2.0/4.4ghz 16gb lpddr5-480,20,418.1,D,lenovo - idea,$379.00,R8114: Detalle de #PROMOCIONR8114; R8438: PROM. BACK TO SCHOOL DESDE $379+IGV - NB LEN 15 I5-12 16 512 FREE - 1DLM; R8191: PROM. BACK TO SCHOOL DESDE $379+IGV - NB LEN 15 I5-12 16 512 FREE - 1DLM
notebook core i7,nbhp9s7d1lsabm,"notebook hp 250 g10, 15.6 lcd led hd sva, core i7-1355u 1.70/5.00ghz, 16gb ddr4-3200",20,782.9,W,hp comercial,$597.00,R6959: Detalle de #PROMOCIONR6959
notebook core i7,nblen83em00adlm,"notebook lenovo ideapad slim 3, 15.6 fhd tn, core i7-13620h 2.40/4.90ghz 16gb lpddr5",20,604.01,F,lenovo - idea,$539.00,R8225: Detalle de #PROMOCIONR8225; R8518: PROM. BACK TO SCHOOL DESDE $539+IGV - NB LEN 15 I7-13 16 1T FREE - ADLM
notebook core ultra 5,nbhpa27nwlaabm,"notebook hp probook 460, 16 lcd led fhd uwva core ultra 5 125u 1.3/4.3ghz, 16gb ddr5",20,827.01,W,hp comercial,,
notebook core ultra 5,nblen21m80020ld,nb len e14 ultra 5/16/512/free,20,993.95,W,lenovo - thinkpad,,
notebook core ultra 7,nblen21ms00cdlm,nb len tb 16 ultra7/16/1s/free,20,940.68,W,lenovo - thinkpad,,
notebook gaming core i5,nblen83gs006wlm,"notebook lenovo loq 15iax9 15.6 fhd ips, core i5-12450hx hasta 4.4ghz 8gb ddr5-4800m",20,657.97,D,lenovo - idea,$599.00,R7797: Detalle de #PROMOCIONR7797
notebook gaming core i5,nblen83gs00eqlm,"notebook lenovo loq 15iax9 15.6 fhd ips, core i5-12450hx hasta 4.4ghz, 24gb ddr5-480",20,742.7,D,lenovo - idea,$669.00,R7468: Detalle de #PROMOCIONR7468; R8202: PROM. BACK TO SCHOOL DESDE $669+IGV - NBG LOQ 15 I5-12 24 512 V6G FR - EQLM
notebook gaming core i5,nblen83gs00julm,"nb lenovo loq 15iax9, 15.6 fhd ips, core i5-12450hx 4.4ghz, 12gb ddr5-4800[@@@]512gb",20,687.42,D,lenovo - idea,$609.00,R7177: Detalle de #PROMOCIONR7177
notebook gaming core i7,nbhp8u8b8la,"notebook hp victus 15-fa0007la, 15.6 fhd ips, core i7-12650h hasta 4.7ghz 16gb ddr4-",20,921.59,D,hp consumo,$829.00,R7651: Detalle de #PROMOCIONR7651
notebook gaming core i7,nblen82xv00nxlm,nbg len 15 i7-13 16 1t v8g fre,0,923.6,D,lenovo - idea,,
notebook gaming ryzen 5,nbasfa506ncn016,"notebook asus tuf gaming a15, 15.6 fhd ips, ryzen r5-7535hs 4.55ghz 16gb ddr5-4800[@",20,744.71,D,asus - consumo,$655.82,R8188: Detalle de #PROMOCIONR8188
notebook gaming ryzen 7,nblen83jc008glm,"nb lenovo loq 15arp9, 15.6 fhd ips, amd ryzen 7-7435hs 4.5 ghz, 24gb ddr5-4800[@@@]5",20,837.17,D,lenovo - idea,$799.00,R7814: Detalle de #PROMOCIONR7814
"notebook, acc propietario",accle40ag0090us,"estación de acoplamiento lenovo 40ag0090us, vga /dp / dvi-d/ usb / 3.5mm / lan.[@@@] ",20,20.6,W,lenovo - thinkpad,,
"notebook, accesorios de",accte7020n,"cooler teros te-7020n, compatible con notebooks de hasta 15.6, 2 fan de 12cm[@@@]coo",20,7.54,D,teros,,R6285: PROMO 3+1 POR LA COMPRA DE COOLER PARA NB TE-7020N
"notebook, accesorios de",accte7130n,"cooler teros te-7130n, compatible con notebooks de hasta 15.6, 3 fan de 11 cm[@@@]co",20,12.96,D,teros,,R7193: GRATIS(MOUSE PAD STD TE3011 BK)POR LA COMPRA DE COOLER PARA NB RGB TE-7130N
"notebook, maletin/mochila",accle4x40t84058,"mochila lenovo b210, casual, para equipos portátiles de hasta 39.6 cm (15.6) color g",20,11.86,W,lenovo - thinkpad,,
"notebook, maletin/mochila",nbacte9012bg,"mochila teros te-acs9012bg, poliéster, soporta notebooks de hasta 15.6, beige[@@@]la",20,13.05,D,teros,,
"notebook, maletin/mochila",nbacte9017bk,"mochila teros te-acs9017bk, poliéster, soporta notebooks de hasta 15.6, negro[@@@]mo",20,14.07,D,teros,,
"notebook, maletin/mochila",nbacte9018bk,"mochila teros te-acs9018bk, poliéster, soporta notebooks de hasta 15.6, negro[@@@]mo",20,18.09,D,teros,$14.50,R6277: Detalle de #PROMOCIONR6277
"notebook, maletin/mochila",nbacte9019bl,"mochila teros te-acs9019bl, poliéster, soporta notebooks de hasta 15.6, azul + marró",20,8.84,D,teros,,
"notebook, maletin/mochila",nbacte9020gr,"mochila teros te-acs9020gr, poliéster, soporta nbs de hasta 15.6, color gris + marró",20,8.84,D,teros,,
"notebook, maletin/mochila",nbacte9021mg,"mochila teros te-acs9021mg, poliéster, soporta nbs de hasta 15.6, verde militar + ma",20,7.24,D,teros,,
"notebook, maletin/mochila",nbacte9022bl,"mochila teros te-acs9022bl, poliéster, soporta notebooks de hasta 15.6, azul[@@@]moc",20,13.05,D,teros,,
"notebook, maletin/mochila",nbacte9023gr,"mochila teros te-acs9023gr, poliéster, soporta notebooks de hasta 15.6, gris + marró",20,13.05,D,teros,,
"notebook, maletin/mochila",nbacte9024br,"mochila teros te-acs9024br, poliéster + pu, soporta nbs de hasta 15.6, negro[@@@]la ",20,18.99,D,teros,,
"notebook, maletin/mochila",nbacte9025bk,"mochila para viajes teros te-9025bk, nylon, soporta notebooks de hasta 15.6, negro[@",20,24.02,D,teros,,
"notebook, maletin/mochila",nbacterids18560,"mochila teros te-ids18560, poliéster, soporta notebooks de hasta 15.6, negro[@@@]moc",20,10.0,D,teros,,
"notebook, maletin/mochila",nbacterids18570,"mochila teros te-ids18570, poliéster, soporta notebooks de hasta 15.6, negro[@@@]moc",20,9.95,D,teros,,
pizarras tactiles interc,ds75uhdte7511w,"pantalla táctil interactiva teros te7511w, 75 d-led ips 3840x2160, 8 ms, 8gb, androi",20,1718.55,P,teros,,
pizarras tactiles interc,ds86uhdte8612w,"pantalla táctil interactiva teros te8612w, 86 d-led ips (3840x2160), 8ms, 8gb, andro",20,2261.25,P,teros,,
pizarras tactiles interc,montedp8601dn,"pantalla táctil interactiva teros te-dp8601dn, 86 d-led ips (3840x2160), lan, wlan, ",0,2261.25,P,teros,,
pizarras tactiles interc,movlg75tr3dk,"pizarra digital interactiva lg 75tr3dk, 75 uhd ips, hdmi, speaker, multi-touch[@@@]l",0,1571.82,W,lg electronics,,
pizarras tactiles interc,movsmlh75wadwlg,"pizarra interactiva samsung wad series 75, touchir, 60hz (3840x2160) parlantes (15wx",14,1690.41,W,samsung,,
productos sin clasificar,accadvmtboxtr49,caja tablet + mochila tr4986,20,9999999.99,Z,advance computer corp,,
productos sin clasificar,servadv57489,sticket para cajas teros,20,9999999.99,Z,zz otras marcas,,
productos sin clasificar,zzservclon,servicio de instalacion y conf,20,6.89,Z,zz otras marcas,,
productos sin clasificar,zzsleadxlde1,puerta detectora de metal,3,9999999.99,Y,zz otras marcas,,
productos sin clasificar,zzztepilaskb,pilas para kb y mouse te-4031,6,3.02,Y,teros,,
protec - mascaras kn95,zzmaskn95m2,"mascarilla protectora kn95, caja x 50 unidades - color blanco[@@@]eficiencia de filtr",20,12.06,Y,zz otras marcas,,
protec - mascaras kn95,zzmaskn95m52b,"mascarilla protectora kn95, caja x 20 unidades - color blanco[@@@]eficiencia de filtr",12,9999999.99,Y,zz otras marcas,,
protec - mascaras kn95,zzmaskn95m63b,mascarilla protectora kn95 - color blanco[@@@]<b>presentacion de 40 unidades en bolsa,20,17.49,Y,zz otras marcas,,
protec - mascaras simples,masksimplem2,"mascarilla no quirurjica desechable, caja x 50 unidades - color celeste[@@@]eficienci",20,5.43,Y,zz otras marcas,,
protec - mascaras simples,zzmaskn95m3,"mascarilla no quirurjica desechable, caja x 50 unidades - color celeste[@@@]eficienci",20,6.53,Y,zz otras marcas,,
"red, camaras ip",nwadvcamws22,"kit cámaras ip wireless advance camws22, 2 cámaras, nvr con disco de 1tb, dia/noche.[",0,193.97,D,advance computer corp,,
"red, seguridad",kcahknk42w0h1t,kit de monitoreo hikvision (1 nvr wi-fi de 4 canales + 4 camaras wi-fi de 2 mp).[@@@],20,200.0,W,hikvision,,
"red, seguridad",nwadvalarmrc2,"kit de alarma de seguridad advance art-arc2000b-03, wifi, detector, control remoto.[@",0,72.36,D,advance computer corp,,
rep tb - otros hw,accadapter2am,"adaptador de energía advance ac5020, 110- 220v, 2.0a, 5vdc, 0.4a.[@@@]",20,1.11,Z,advance computer corp,,
rep tb - otros hw,caja-adv195tn,modelo adv195tn,20,9999999.99,Y,advance computer corp,,
repuestos - monitor,caja-adv2150s,modelo adv2150s,10,9999999.99,Z,advance computer corp,,
repuestos - monitor,caja-adv4021n,modelo adv-4021n,20,9999999.99,D,advance computer corp,,
repuestos - monitor,cajaadv2450s,modelo adv2450s,10,9999999.99,Z,advance computer corp,,
repuestos - monitor,repgbadv2450s,giftbox adv2450s,10,9999999.99,Z,advance computer corp,,
repuestos - monitor,repgbte2127s,giftbox te2127s,20,9999999.99,Z,teros,,
repuestos - monitor,repgbte2402s,giftbox te2402s,10,9999999.99,Z,teros,,
repuestos - monitor,repgbte2471g,giftbox te2471g,10,9999999.99,P,teros,,
repuestos - monitor,repgbte2472g,giftbox te2472g,10,9999999.99,Z,teros,,
repuestos - monitor,repgbte2473g,giftbox te2473g,20,9999999.99,Z,teros,,
repuestos - monitor,repgbte2732s,giftbox te2732s,10,9999999.99,Z,teros,,
repuestos - televisor,caja-43uhd0a,modelo tv 43 uhd0a,7,9999999.99,D,advance computer corp,,
repuestos - televisor,caja-55uhd0a,modelo tv 55 uhd0a,4,9999999.99,D,advance computer corp,,
repuestos - televisor,repgb43uhd0a,gift box 43uhd0a,7,9999999.99,D,advance computer corp,,
repuestos varios,caja-te3127n,modelo te3127n,14,9999999.99,Y,advance computer corp,,
servicios otros,serv0666435,servicio termo-sellado tablets,20,9999999.99,Z,zz otras marcas,,
servicios otros,serv10121te,servicio de cert. energy star,2,9999999.99,Z,teros,,
servicios otros,serv9139adv,servicio de cert. energy star,20,9999999.99,Z,advance computer corp,,
servicios otros,zzeliservextec,servicio de existencia tecnica,10,645.1,W,elise,,
servicios otros,zzxcomision,comision por ventas,20,73.3,Z,servicios e intangibles,,
servicios ventas,zzxvta008,anticipo por venta mercaderia,1,42.21,,servicios e intangibles,,
sillas gamer,accte8121nv2,"silla gamer teros te-8121n, negro[@@@]la silla gamer teros te-8121n combina comodidad",20,118.59,D,teros,,
sillas gamer,accte8126b,"silla gamer teros te-8126b, azul y blanco[@@@]la silla gamer teros te-8126b ofrece un",20,108.54,D,teros,,
sillas gamer,accttuco-brlwds,"thermaltake - silla para juegos u comfort, color negro / rojo.[@@@]las sillas de jueg",5,195.98,D,thermaltake,,
sillas gamer,accttuftbrmwds,"thermaltake - silla para juegos u fit, color negro / rojo.[@@@]la silla para juegos u",6,186.23,D,thermaltake,,
"soft, licenciamiento corp",swesetendproadv,eset endpoint protection advanced[@@@],20,1004.0,W,eset,,
"soft, licenciamiento corp",swesetendprot,eset endpoint protection standard[@@@],20,1004.0,W,eset,,
"suminist p/impr, botellas",stept504120,"botella de tinta epson t504, color negro, contenido 127ml, para impresoras epson l416",20,8.16,W,epson,,R7174: Compra 2 Kits de Botellas T504 por $61.72+igv y llevate una T504 negra gratis!
"suminist p/impr, botellas",stept504220,"botella de tinta epson t504220-al, color cyan, contenido 70ml.[@@@]para impresoras ep",0,7.68,W,epson,,
"suminist p/impr, botellas",stept504320,"botella de tinta epson t504320-al, color magenta,contenido 70ml.[@@@]para impresoras ",2,7.68,W,epson,,
"suminist p/impr, botellas",stept504420,"botella de tinta epson t504420-al, color amarillo, contenido 70ml.[@@@]para impresora",0,7.68,W,epson,,
"suminist p/impr, botellas",stept544120,"botella de tinta epson t544120-al, color negro, contenido 65ml.[@@@]para impresoras e",20,7.66,X,epson,,R7175: Compra 2 Kits Botellas T544 por $60.68+igv y llevate una T544 negra gratis!
"suminist p/impr, botellas",stept544220,"botella de tinta epson t544220-al, color cian, contenido 65ml.[@@@]para impresoras ep",20,7.66,X,epson,,
"suminist p/impr, botellas",stept544320,"botella de tinta epson t544320-al, color magenta,contenido 65ml.[@@@]para impresoras ",0,7.63,X,epson,,
"suminist p/impr, botellas",stept544420,"botella de tinta epson t544420-al, color amarillo, contenido 65ml.[@@@]para impresora",16,7.66,X,epson,,
"suminist p/impr, botellas",stept554120,botella de tinta negra t55,0,16.28,W,epson,,
"suminist p/impr, botellas",stept555420,botella de tinta amar t555420,0,16.28,W,epson,,
"suminist p/impr, botellas",stept664120,"botella de tinta epson t664120, color negro, contenido 70ml, para impresoras epson l2",20,7.63,Z,epson,,R7176: Compra 2 Kits Botellas T664 por $60.40+igv y llevate una T664 negra gratis!
"suminist p/impr, botellas",stept664220,"botella de tinta epson t664220, color cyan, contenido 70ml, para impresoras epson l20",0,7.63,Z,epson,,
"suminist p/impr, botellas",stept664320,"botella de tinta epson t664320, color magenta, contenido 70ml, para impresoras epson ",0,7.63,Z,epson,,
"suminist p/impr, botellas",stept664420,"botella de tinta epson t664420, color amarillo, contenido 70ml, para impresoras epson",0,7.63,Z,epson,,
"suminist p/impr, botellas",stept673420,"botella de tinta epson 673 (t673420), color amarillo, contenido 70 ml, para impresora",0,9.9,X,epson,,
"suminist p/impr, botellas",steptt534120-al,"botella de tinta epson t534120-al, color negro, contenido 120ml.[@@@]impresora epson ",20,17.49,W,epson,,
"suminist p/impres, bolsas",stept12b120-al,tinta negra std wf m5399 & wf,10,44.22,W,epson,,
"suminist p/impres, bolsas",stept973320,"bolsa de tinta epson durabrite pro t973320, colormagenta.[@@@]para impresora epson wo",3,114.57,W,epson,,
"suminist p/impres, cintas",steperc-32b,"cinta epson erc-32 b, color negro, presentación en caja",20,4.32,Z,epson,,
"suminist p/impres, cintas",steperc-38b,"epson ribbon cartridge cinta de impresión para tm-u220a, color negro - presentación e",0,2.21,B,epson,,
"suminist p/impres, cintas",steps015329,cinta epson para impresora fx-890,20,6.78,Z,epson,,
"suminist p/impres, cintas",steps015335,cinta epson para impresora fx-2190,20,24.52,Z,epson,,
t celulares basicos,tcadvhl2460bk,"teléfono celular senior 4g advance hl2460, 1.77,radio fm wireless, desbloqueado[@@@]",20,14.07,D,advance computer corp,,
t celulares basicos,tclblt1418bk,"teléfono celular básico 4g landbyte lt1418, 2.8,dual sim, radio fm, desbloqueado.[@@",20,15.38,D,landbyte,,
t celulares basicos,tclblt1418gry,"teléfono celular básico 4g landbyte lt1418, 2.8,dual sim, radio fm, desbloqueado.[@@",20,15.38,D,landbyte,,
t celulares basicos,tclblt1418rd,"teléfono celular básico 4g landbyte lt1418, 2.8,dual sim, radio fm, desbloqueado.[@@",20,15.38,D,landbyte,,
t celulares basicos,tclblt1448bl,"teléfono celular flip 4g landbyte lt1448, 1.77, dual sim, radio fm, desbloqueado.[@@",20,22.26,D,landbyte,,
t celulares basicos,tclblt1448rd,"teléfono celular flip 4g landbyte lt1448, 1.77, dual sim, radio fm, desbloqueado.[@@",20,22.26,D,landbyte,,
tablet android,tablenzada0354p,"tablet lenovo tab m11, 11 wuxga (1920x1200) ips (in-cell/10-point multi-touch)[@@@]c",20,175.88,D,lenovo - idea,$139.00,R6798: Detalle de #PROMOCIONR6798
tablet android,tbadvnp6050gry,"tablet advance novapad np6050, 10.36 ips 2000*1200, 8gb ram, 128gb, android 14 , 4g ",20,125.63,D,advance computer corp,$118.00,R6862: Detalle de #PROMOCIONR6862
tablet android,tbadvpr6149d1-b,tb 7'' tn sc 1gb 16gb 3g d1,1,40.2,D,advance computer corp,,
tablet android,tbadvsp5705slk,"tablet advance smartpad sp5705, 10.1 ips 800 x 1280, 64gb, 2gb ram, android 14 , 4g ",20,95.48,D,advance computer corp,$76.00,R6853: Detalle de #PROMOCIONR6853
